id,maps,nama_lapak,deskripsi,nama_penjual,kontak_penjual,harga,luas_bangunan,alamat,kota,kecamatan,url_thumbnail,label
281,https://www.google.com/maps/place/Warung+Nasi+Cirebon/data=!4m7!3m6!1s0x2e69f3f85d58558d:0x30a71fe8bc753e69!8m2!3d-6.2184705!4d106.8273673!16s%2Fg%2F11c57cmt4h!19sChIJjVVYXfjzaS4RaT51vOgfpzA?authuser=0&hl=en&rclk=1,Warung Nasi Cirebon,geregdf,Charles,085846874354,5119015,169,"Jl. H. Ilyas No.20, RT.15/RW.7",Jakarta Selatan,Tebet,https://picture.rumah123.com/r123-images/720x420-crop/customer/771750/2023-05-27-01-00-28-6a52deff-6024-4fae-8f06-a9bd490dc7e8.jpg,usaha_makanan
282,https://www.google.com/maps/place/Warung+Indomie+Bunda+Nung/data=!4m7!3m6!1s0x2e69f3aefdcbfc11:0x25c7af9d33b64d7d!8m2!3d-6.2177419!4d106.8248001!16s%2Fg%2F11jh7tq7jj!19sChIJEfzL_a7zaS4RfU22M52vxyU?authuser=0&hl=en&rclk=1,Warung Indomie Bunda Nung,sdgdfgd,Alex,08136458745,6451243,56,"Jl. Anggrek I No.39, RT.5/RW.2",Jakarta Selatan,Kebayoran Baru,https://picture.rumah123.com/r123/1080x720-fit/commercial/co29/2993851/original/shr2993851-ruko-di-sewa-di-tebet-di-jakarta-selatan-16324537244097.jpg,usaha_fotocopy
283,https://www.google.com/maps/place/Warteg+Mekar+Jaya/data=!4m7!3m6!1s0x2e69f406e221f333:0xa92c506dc44d8808!8m2!3d-6.2146276!4d106.8256041!16s%2Fg%2F11bzrgp1r0!19sChIJM_Mh4gb0aS4RCIhNxG1QLKk?authuser=0&hl=en&rclk=1,Warteg Mekar Jaya,bsbsbsbs,Alex,08136458745,989170,184,"Jl. Karet Belakang Barat No.12, RW.2",Jakarta Selatan,Pancoran,https://picture.rumah123.com/r123/720x420-crop/commercial/co31/3114461/original/shr3114461-ruko-di-sewa-di-tebet-di-jakarta-selatan-16460508165427.jpg,usaha_laundry
284,https://www.google.com/maps/place/WARTEG+88/data=!4m7!3m6!1s0x2e69f5da325f3463:0xba19ef9fab346012!8m2!3d-6.2111303!4d106.8400312!16s%2Fg%2F11rssfb355!19sChIJYzRfMtr1aS4REmA0q5_vGbo?authuser=0&hl=en&rclk=1,WARTEG 88,sdgdfgd,Doni,085846874354,9827107,26,"15, Jl. Menteng Bata No.16, RT.15/RW.7",Jakarta Selatan,Kebayoran Baru,https://picture.rumah123.com/r123/720x420-crop/commercial/co31/3157321/original/shr3157321-ruko-di-sewa-di-tebet-di-jakarta-selatan-16506024961253.jpg,toko_kopi
285,https://www.google.com/maps/place/Warung+elloey/data=!4m7!3m6!1s0x2e69f407b717035d:0x56c1a36bc1fe8826!8m2!3d-6.2142376!4d106.8270587!16s%2Fg%2F11n_vbkf0n!19sChIJXQMXtwf0aS4RJoj-wWujwVY?authuser=0&hl=en&rclk=1,Warung elloey,dasdasda,Alex,081245658742,8261777,132,"Jl. Karbela Timur No.29, RT.9/RW.4",Jakarta Selatan,Pancoran,https://static-id.lamudi.com/static/media/bm9uZS9ub25l/2x2x5x880x450/1c3e224b789305.webp,toko_kopi
286,https://www.google.com/maps/place/Warung+Daun+Jeruk/data=!4m7!3m6!1s0x2e69f1755b0e4ae9:0xcf5377520cdc8a47!8m2!3d-6.2559227!4d106.816059!16s%2Fg%2F11h8z368_f!19sChIJ6UoOW3XxaS4RR4rcDFJ3U88?authuser=0&hl=en&rclk=1,Warung Daun Jeruk,bsbsbsbs,Charles,08136458745,2404894,65,"PRV8+JCM, RT.6/RW.1",Jakarta Selatan,Kebayoran Baru,https://static-id.lamudi.com/static/media/bm9uZS9ub25l/2x2x5x880x450/7d0251f45a38d9.webp,usaha_makanan
287,https://www.google.com/maps/place/WARUNGNYA/data=!4m7!3m6!1s0x2e69f1801d77f9fd:0x8658e714a1a8e937!8m2!3d-6.2513163!4d106.8132522!16s%2Fg%2F11jcj6f_rv!19sChIJ_fl3HYDxaS4RN-mooRTnWIY?authuser=0&hl=en&rclk=1,WARUNGNYA,dasdasda,Budi,08521645264,6725995,29,"Gg. Ampera No.033, RT.6/RW.7",Jakarta Selatan,Pancoran,https://apollo-singapore.akamaized.net/v1/files/vxk9aez6o4vy1-ID/image;s=780x0;q=86,usaha_baju
288,https://www.google.com/maps/place/Warteg+Baru/data=!4m7!3m6!1s0x2e69f3cf45dbf211:0x186578f07c693c2e!8m2!3d-6.2485427!4d106.8346879!16s%2Fg%2F11f656c7pb!19sChIJEfLbRc_zaS4RLjxpfPB4ZRg?authuser=0&hl=en&rclk=1,Warteg Baru,bsbsbsbs,Budi,085846874354,2798549,92,"Jl. Pancoran Barat VIII No.7, RW.4",Jakarta Selatan,Pancoran,https://apollo-singapore.akamaized.net/v1/files/heuyp9pgglkh-ID/image;s=780x0;q=86,usaha_baju
289,https://www.google.com/maps/place/Warung+MOBIL+Bawah+Pohon+Kemang+Village/data=!4m7!3m6!1s0x2e69f1e0f585a88b:0x2c39b7b584744863!8m2!3d-6.2577927!4d106.8102787!16s%2Fg%2F11q1v4wh2c!19sChIJi6iF9eDxaS4RY0h0hLW3OSw?authuser=0&hl=en&rclk=1,Warung MOBIL Bawah Pohon Kemang Village,dasdasda,Budi,085846874354,8232805,104,"Jl. Taman Kemang No.14, RT.14/RW.1",Jakarta Selatan,Pancoran,https://apollo-singapore.akamaized.net/v1/files/0919qtw6ecm31-ID/image;s=780x0;q=86,usaha_laundry
290,https://www.google.com/maps/place/Warung+Nasi/data=!4m7!3m6!1s0x2e69f17f5eed4523:0x344719b17fbf498b!8m2!3d-6.258341!4d106.8131886!16s%2Fg%2F11f50sqfv6!19sChIJI0XtXn_xaS4Ri0m_f7EZRzQ?authuser=0&hl=en&rclk=1,Warung Nasi,dasdasda,Charles,081245658742,2709279,99,"Jl. Kemang Raya No.1B, RT.10/RW.5",Jakarta Selatan,Tebet,https://apollo-singapore.akamaized.net/v1/files/3w5mhoydo0862-ID/image;s=780x0;q=86,usaha_laundry
291,https://www.google.com/maps/place/Bukber/data=!4m7!3m6!1s0x2e69f3f99874c1fb:0xb73a809ddffe0146!8m2!3d-6.220683!4d106.825817!16s%2Fg%2F11h6g5439q!19sChIJ-8F0mPnzaS4RRgH-352AOrc?authuser=0&hl=en&rclk=1,Bukber,dasdasda,Charles,08521645264,2381963,26,"Jl. Pedurenan Mesjid Raya No.3, RT.2/RW.7",Jakarta Selatan,Kebayoran Baru,https://picture.rumah123.com/r123-images/720x420-crop/customer/1712616/2022-12-21-13-00-21-82363c82-c9ea-4b86-8aef-2abc4dcf6674.jpg,toko_kopi
292,https://www.google.com/maps/place/Warung+Sundanese/data=!4m7!3m6!1s0x2e69f5f9fcb05737:0xf83bb741d645ab4!8m2!3d-6.2130686!4d106.8252839!16s%2Fg%2F11m7w_bym5!19sChIJN1ew_Pn1aS4RtFpkHXS7gw8?authuser=0&hl=en&rclk=1,Warung Sundanese,dasdasda,Doni,08136458745,3153551,163,"Jl. Perintis No.16, RT.9/RW.2",Jakarta Selatan,Pancoran,https://picture.rumah123.com/r123-images/720x420-crop/customer/771750/2023-05-27-01-00-28-6a52deff-6024-4fae-8f06-a9bd490dc7e8.jpg,usaha_makanan
293,https://www.google.com/maps/place/Warung+Nasi+Solidaritas+Merah+Putih/data=!4m7!3m6!1s0x2e69f501b6a18f85:0xac4b642ed10e9b74!8m2!3d-6.2105509!4d106.8277697!16s%2Fg%2F11pf5ssym_!19sChIJhY-htgH1aS4RdJsO0S5kS6w?authuser=0&hl=en&rclk=1,Warung Nasi Solidaritas Merah Putih,bsbsbsbs,Charles,085846874354,2531678,124,Jl. Taman Setia Budi Tim. No.2,Jakarta Selatan,Kebayoran Baru,https://picture.rumah123.com/r123/1080x720-fit/commercial/co29/2993851/original/shr2993851-ruko-di-sewa-di-tebet-di-jakarta-selatan-16324537244097.jpg,usaha_makanan
294,https://www.google.com/maps/place/Warung+Sate+%26+Soto+Bogor+Ableh/data=!4m7!3m6!1s0x2e69f51b2d0812ab:0xa47284d363a0a26d!8m2!3d-6.216259!4d106.8233144!16s%2Fg%2F11hzc6m3gm!19sChIJqxIILRv1aS4RbaKgY9OEcqQ?authuser=0&hl=en&rclk=1,Warung Sate & Soto Bogor Ableh,sdgdfgd,Budi,085846874354,3878805,36,"Jl. Karet Belakang Barat No.11, RT.6/RW.1",Jakarta Selatan,Tebet,https://picture.rumah123.com/r123/720x420-crop/commercial/co31/3114461/original/shr3114461-ruko-di-sewa-di-tebet-di-jakarta-selatan-16460508165427.jpg,usaha_fotocopy
295,https://www.google.com/maps/place/WARUNG+BEBEK+MOJOK+SAMBEL+SEUHAH/data=!4m7!3m6!1s0x2e69f5aee421865f:0x8d233f3e4e659d02!8m2!3d-6.21303!4d106.82565!16s%2Fg%2F11q2tgcs9t!19sChIJX4Yh5K71aS4RAp1lTj4_I40?authuser=0&hl=en&rclk=1,WARUNG BEBEK MOJOK SAMBEL SEUHAH,bsbsbsbs,Budi,08521645264,1157257,139,"Jl. Perintis No.10, RW.2",Jakarta Selatan,Pancoran,https://picture.rumah123.com/r123/720x420-crop/commercial/co31/3157321/original/shr3157321-ruko-di-sewa-di-tebet-di-jakarta-selatan-16506024961253.jpg,toko_kopi
296,https://www.google.com/maps/place/Warung+Nasi+Farrah/data=!4m7!3m6!1s0x2e69f406b99ef743:0x262e2341c5facb69!8m2!3d-6.2131869!4d106.8246381!16s%2Fg%2F11h98hr39y!19sChIJQ_eeuQb0aS4Racv6xUEjLiY?authuser=0&hl=en&rclk=1,Warung Nasi Farrah,bsbsbsbs,Doni,085846874354,2242284,31,"Jl. Teladan No.7, RT.17/RW.2",Jakarta Selatan,Kebayoran Baru,https://static-id.lamudi.com/static/media/bm9uZS9ub25l/2x2x5x880x450/1c3e224b789305.webp,usaha_laundry
297,https://www.google.com/maps/place/warung+lejar/data=!4m7!3m6!1s0x2e69f52f7e952c35:0x667b12838ef05a09!8m2!3d-6.2168012!4d106.8252081!16s%2Fg%2F11q24vlltn!19sChIJNSyVfi_1aS4RCVrwjoMSe2Y?authuser=0&hl=en&rclk=1,warung lejar,sdgdfgd,Budi,08136458745,2771159,124,"Jl. Anggrek II No.1 RT.009 RW.2, Kuningan, RT.9/RW.2",Jakarta Selatan,Kebayoran Baru,https://static-id.lamudi.com/static/media/bm9uZS9ub25l/2x2x5x880x450/7d0251f45a38d9.webp,usaha_laundry
298,https://www.google.com/maps/place/Warteg+Saudara/data=!4m7!3m6!1s0x2e69f40af82f1909:0x106f2376fac2ec5d!8m2!3d-6.215027!4d106.8394249!16s%2Fg%2F11bxgm6d33!19sChIJCRkv-Ar0aS4RXezC-nYjbxA?authuser=0&hl=en&rclk=1,Warteg Saudara,geregdf,Charles,085846874354,4825597,146,"Jl. Mentas Selatan I No.9, RT.1/RW.12",Jakarta Selatan,Pancoran,https://apollo-singapore.akamaized.net/v1/files/vxk9aez6o4vy1-ID/image;s=780x0;q=87,toko_kopi
299,https://www.google.com/maps/place/Warung+Nasi+Bumbu+Pekalongan/data=!4m7!3m6!1s0x2e69f400e894d6b7:0x567226b3a9ee07a3!8m2!3d-6.215579!4d106.8220153!16s%2Fg%2F11j40x_xsg!19sChIJt9aU6AD0aS4RowfuqbMmclY?authuser=0&hl=en&rclk=1,Warung Nasi Bumbu Pekalongan,geregdf,Charles,08136458745,3139836,114,"QRMC+QR6, Jl. Komando Raya, RT.8/RW.3",Jakarta Selatan,Tebet,https://apollo-singapore.akamaized.net/v1/files/heuyp9pgglkh-ID/image;s=780x0;q=87,usaha_makanan
300,https://www.google.com/maps/place/Warung+Pecel+Putri+Solo/data=!4m7!3m6!1s0x2e69f5f7afdfea49:0x3aa2f96a579f1e82!8m2!3d-6.2135043!4d106.8263174!16s%2Fg%2F11g0gmll6j!19sChIJSerfr_f1aS4Rgh6fV2r5ojo?authuser=0&hl=en&rclk=1,Warung Pecel Putri Solo,geregdf,Charles,08521645264,1663873,36,"Jl. Karbela No.2, RW.5",Jakarta Selatan,Kebayoran Baru,https://apollo-singapore.akamaized.net/v1/files/0919qtw6ecm31-ID/image;s=780x0;q=87,usaha_laundry
301,https://www.google.com/maps/place/Warung+solo+mania/data=!4m7!3m6!1s0x2e69f4022a27a37d:0x5da866ca7829066!8m2!3d-6.21219!4d106.820426!16s%2Fg%2F11bxjrxtzh!19sChIJfaMnKgL0aS4RZpCCp2yG2gU?authuser=0&hl=en&rclk=1,Warung solo mania,sdgdfgd,Doni,081245658742,562477,72,"Depan Wisma 46 BNI Kavling I Kelurahan Kecamatan Setia Budi, Jl. Jenderal Sudirman, RT.10/RW.1",Jakarta Selatan,Kebayoran Baru,https://apollo-singapore.akamaized.net/v1/files/3w5mhoydo0862-ID/image;s=780x0;q=87,usaha_makanan
302,https://www.google.com/maps/place/Warung+Nasi+Pak+Kumis/data=!4m7!3m6!1s0x2e69f3f7f8417891:0x4209bc1c0291c85c!8m2!3d-6.2176475!4d106.8297411!16s%2Fg%2F11j40xkwbx!19sChIJkXhB-PfzaS4RXMiRAhy8CUI?authuser=0&hl=en&rclk=1,Warung Nasi Pak Kumis,geregdf,Charles,081245658742,805801,31,"QRJH+WVX, Jl. Denpasar, RT.6/RW.7",Jakarta Selatan,Kebayoran Baru,https://picture.rumah123.com/r123-images/720x420-crop/customer/1712616/2022-12-21-13-00-21-82363c82-c9ea-4b86-8aef-2abc4dcf6674.jpg,usaha_fotocopy
303,https://www.google.com/maps/place/Warteg+Maju+Jaya/data=!4m7!3m6!1s0x2e69f5ae1806fc29:0xba8d487effcf0670!8m2!3d-6.2166324!4d106.8233622!16s%2Fg%2F11f7674q91!19sChIJKfwGGK71aS4RcAbP_35Ijbo?authuser=0&hl=en&rclk=1,Warteg Maju Jaya,dasdasda,Charles,08136458745,3468839,142,"Jalan Anggrek1 No 21Rt 06 Rw 01, RT.10/RW.1",Jakarta Selatan,Tebet,https://picture.rumah123.com/r123-images/720x420-crop/customer/771750/2023-05-27-01-00-28-6a52deff-6024-4fae-8f06-a9bd490dc7e8.jpg,toko_kopi
304,https://www.google.com/maps/place/Gang+Senggol+Ledot+Ibu+Ati/data=!4m7!3m6!1s0x2e69f50e48e7508f:0x390ab9b38fdcc03f!8m2!3d-6.2163903!4d106.827322!16s%2Fg%2F11nxpm3rv4!19sChIJj1DnSA71aS4RP8Dcj7O5Cjk?authuser=0&hl=en&rclk=1,Gang Senggol Ledot Ibu Ati,sdgdfgd,Alex,085846874354,8524487,186,"Jl. Anggrek 18 RT.018 RW.02 No.44, RT.19/RW.2",Jakarta Selatan,Kebayoran Baru,https://picture.rumah123.com/r123/1080x720-fit/commercial/co29/2993851/original/shr2993851-ruko-di-sewa-di-tebet-di-jakarta-selatan-16324537244097.jpg,usaha_laundry
305,https://www.google.com/maps/place/Warung+Makan+Kinar+Food/data=!4m7!3m6!1s0x2e69f407bc06d881:0x8a845c82e4b7278f!8m2!3d-6.2155272!4d106.8277162!16s%2Fg%2F11j40xh6dd!19sChIJgdgGvAf0aS4Rjye35IJchIo?authuser=0&hl=en&rclk=1,Warung Makan Kinar Food,sdgdfgd,Charles,081245658742,2224150,200,"QRMH+Q3P, Gg. Anggrek XII, RT.1/RW.2",Jakarta Selatan,Kebayoran Baru,https://picture.rumah123.com/r123/720x420-crop/commercial/co31/3114461/original/shr3114461-ruko-di-sewa-di-tebet-di-jakarta-selatan-16460508165427.jpg,usaha_baju
306,https://www.google.com/maps/place/WARUNG+NASI+AZTEC+GEMS/data=!4m7!3m6!1s0x2e69f51d2a2bf6cf:0xaa9bf90750b02041!8m2!3d-6.213031!4d106.8233981!16s%2Fg%2F11r7j96rh_!19sChIJz_YrKh31aS4RQSCwUAf5m6o?authuser=0&hl=en&rclk=1,WARUNG NASI AZTEC GEMS,sdgdfgd,Budi,081245658742,7953475,138,"6, RT.6/RW.1",Jakarta Selatan,Kebayoran Baru,https://picture.rumah123.com/r123/720x420-crop/commercial/co31/3157321/original/shr3157321-ruko-di-sewa-di-tebet-di-jakarta-selatan-16506024961253.jpg,toko_kopi
307,https://www.google.com/maps/place/Wartiput+%28+Warung+Tiga+Putri+%29/data=!4m7!3m6!1s0x2e69f18b113df5d3:0x15c22b7407c91856!8m2!3d-6.2562161!4d106.8178435!16s%2Fg%2F11rgx4l8_l!19sChIJ0_U9EYvxaS4RVhjJB3QrwhU?authuser=0&hl=en&rclk=1,Wartiput ( Warung Tiga Putri ),sdgdfgd,Charles,08136458745,9869071,113,"Jl. Kemang Utara IB No.6, RT.13/RW.1",Jakarta Selatan,Kebayoran Baru,https://static-id.lamudi.com/static/media/bm9uZS9ub25l/2x2x5x880x450/1c3e224b789305.webp,usaha_baju
308,https://www.google.com/maps/place/Warung+Gaul/data=!4m7!3m6!1s0x2e69f15d5f5c7631:0x9519912f2f2a089d!8m2!3d-6.2710127!4d106.808846!16s%2Fg%2F11jm50xff9!19sChIJMXZcX13xaS4RnQgqLy-RGZU?authuser=0&hl=en&rclk=1,Warung Gaul,dasdasda,Budi,08136458745,6557633,194,"Jl. Pangeran Antasari No.12, RT.13/RW.7",Jakarta Selatan,Tebet,https://static-id.lamudi.com/static/media/bm9uZS9ub25l/2x2x5x880x450/7d0251f45a38d9.webp,toko_kopi
309,https://www.google.com/maps/place/Warteg+Bagas/data=!4m7!3m6!1s0x2e69f395fa876e6d:0xc327423ce0439ba7!8m2!3d-6.2854185!4d106.8186694!16s%2Fg%2F11fmh7p964!19sChIJbW6H-pXzaS4Rp5tD4DxCJ8M?authuser=0&hl=en&rclk=1,Warteg Bagas,geregdf,Doni,085846874354,4745243,196,"Jl. Ampera Raya No.8, RT.8/RW.2",Jakarta Selatan,Pancoran,https://apollo-singapore.akamaized.net/v1/files/vxk9aez6o4vy1-ID/image;s=780x0;q=88,usaha_baju
310,https://www.google.com/maps/place/Warteg+Razahwali/data=!4m7!3m6!1s0x2e69f1a3a4b768eb:0xbf786a3d20b6d5a7!8m2!3d-6.2667739!4d106.7902284!16s%2Fg%2F1q5hrkmgf!19sChIJ62i3pKPxaS4Rp9W2ID1qeL8?authuser=0&hl=en&rclk=1,Warteg Razahwali,bsbsbsbs,Budi,08521645264,2737872,92,"Jl. Madrasah No.61, RT.7/RW.1",Jakarta Selatan,Pancoran,https://apollo-singapore.akamaized.net/v1/files/heuyp9pgglkh-ID/image;s=780x0;q=88,usaha_makanan
311,https://www.google.com/maps/place/WARTEG+ANDA+2/data=!4m7!3m6!1s0x2e69f110c7c2a241:0x36ce345ef8ed79aa!8m2!3d-6.2715399!4d106.8085079!16s%2Fg%2F11q2p_tpkk!19sChIJQaLCxxDxaS4Rqnnt-F40zjY?authuser=0&hl=en&rclk=1,WARTEG ANDA 2,bsbsbsbs,Alex,085846874354,8545473,135,Jl. Asem II No.1,Jakarta Selatan,Pancoran,https://apollo-singapore.akamaized.net/v1/files/0919qtw6ecm31-ID/image;s=780x0;q=88,usaha_makanan
312,https://www.google.com/maps/place/warung+nasi+sunda+1.jalan+haji+cokong+samping+gdung+kpk+lama/data=!4m7!3m6!1s0x2e69f5d4bcb00857:0xe2a2fedca0cb213!8m2!3d-6.2114942!4d106.8305978!16s%2Fg%2F11h07y542x!19sChIJVwiwvNT1aS4RE7IMyu0vKg4?authuser=0&hl=en&rclk=1,warung nasi sunda 1.jalan haji cokong samping gdung kpk lama,bsbsbsbs,Budi,08136458745,8032413,191,"QRQJ+C65, Jl. H. Cokong, RT.3/RW.1",Jakarta Selatan,Tebet,https://apollo-singapore.akamaized.net/v1/files/3w5mhoydo0862-ID/image;s=780x0;q=88,toko_kopi
313,https://www.google.com/maps/place/Warung+Bubur+24+Jam/data=!4m7!3m6!1s0x2e69f180f1fd4253:0x92e1cabbfcec0992!8m2!3d-6.2620763!4d106.815952!16s%2Fg%2F1tfn_x0n!19sChIJU0L98YDxaS4Rkgns_LvK4ZI?authuser=0&hl=en&rclk=1,Warung Bubur 24 Jam,sdgdfgd,Charles,081245658742,5450594,37,"Jl. Kemang Raya No.2, RT.9/RW.1",Jakarta Selatan,Kebayoran Baru,https://picture.rumah123.com/r123-images/720x420-crop/customer/1712616/2022-12-21-13-00-21-82363c82-c9ea-4b86-8aef-2abc4dcf6674.jpg,usaha_baju
314,https://www.google.com/maps/place/Warung+Sebelah/data=!4m7!3m6!1s0x2e69ee6214fd3fb7:0x3f660e951f2dfe81!8m2!3d-6.3397445!4d106.8014164!16s%2Fg%2F11fj8651qz!19sChIJtz_9FGLuaS4Rgf4tH5UOZj8?authuser=0&hl=en&rclk=1,Warung Sebelah,sdgdfgd,Alex,08521645264,3465852,107,"Jl. Kelinci No.22B, RT.7/RW.6",Jakarta Selatan,Kebayoran Baru,https://picture.rumah123.com/r123-images/720x420-crop/customer/771750/2023-05-27-01-00-28-6a52deff-6024-4fae-8f06-a9bd490dc7e8.jpg,toko_kopi
315,https://www.google.com/maps/place/Warung+36/data=!4m7!3m6!1s0x2e69f5fdb42f9f37:0x7408ed6543b59bb!8m2!3d-6.2150304!4d106.8259054!16s%2Fg%2F11fm741dn_!19sChIJN58vtP31aS4Ru1k7VNaOQAc?authuser=0&hl=en&rclk=1,Warung 36,dasdasda,Budi,081245658742,3582227,58,"Jl. Karet Belakang I No.36, RT.3/RW.4",Jakarta Selatan,Tebet,https://picture.rumah123.com/r123/1080x720-fit/commercial/co29/2993851/original/shr2993851-ruko-di-sewa-di-tebet-di-jakarta-selatan-16324537244097.jpg,usaha_fotocopy
316,https://www.google.com/maps/place/Warteg+Slamet/data=!4m7!3m6!1s0x2e69ede439499ce9:0xd8d4992c772d38fe!8m2!3d-6.3137596!4d106.8254022!16s%2Fg%2F1ptzgrvjw!19sChIJ6ZxJOeTtaS4R_jgtdyyZ1Ng?authuser=0&hl=en&rclk=1,Warteg Slamet,sdgdfgd,Alex,08521645264,1106401,116,"Jl. Kebagusan Raya No.2, RT.10/RW.7",Jakarta Selatan,Pancoran,https://picture.rumah123.com/r123/720x420-crop/commercial/co31/3114461/original/shr3114461-ruko-di-sewa-di-tebet-di-jakarta-selatan-16460508165427.jpg,usaha_makanan
317,https://www.google.com/maps/place/Cititex+Tebet+Jakarta+Selatan+%28Kaos+Polos+dan+Sablon+Satuan+-+Partai+Besar%29/data=!4m7!3m6!1s0x2e69f38fabd25e7f:0xc3e5c9891c63c6ba!8m2!3d-6.2260055!4d106.8524314!16s%2Fg%2F11bwn_614c!19sChIJf17Sq4_zaS4RusZjHInJ5cM?authuser=0&hl=en&rclk=1,Cititex Tebet Jakarta Selatan (Kaos Polos dan Sablon Satuan - Partai Besar),geregdf,Doni,08521645264,1631113,171,"4, Jl. Tebet Utara I No.40F, RT.4/RW.10",Jakarta Selatan,Pancoran,https://picture.rumah123.com/r123/720x420-crop/commercial/co31/3157321/original/shr3157321-ruko-di-sewa-di-tebet-di-jakarta-selatan-16506024961253.jpg,usaha_laundry
318,https://www.google.com/maps/place/Sch+Tebet/data=!4m7!3m6!1s0x2e69f39ac9a1f821:0xb4e1d7a9dd24ba9b!8m2!3d-6.226284!4d106.855032!16s%2Fg%2F1tnmc1lq!19sChIJIfihyZrzaS4Rm7ok3anX4bQ?authuser=0&hl=en&rclk=1,Sch Tebet,dasdasda,Charles,085846874354,926278,74,"Jl. Tebet Utara Dalam No.26, RT.10/RW.1",Jakarta Selatan,Pancoran,https://static-id.lamudi.com/static/media/bm9uZS9ub25l/2x2x5x880x450/1c3e224b789305.webp,usaha_fotocopy
319,https://www.google.com/maps/place/EIGER+Adventure+Store+Tebet+Jakarta+Selatan/data=!4m7!3m6!1s0x2e69f3b11256e999:0x35acdeee528d2ba6!8m2!3d-6.2298467!4d106.8531281!16s%2Fg%2F11g4jh84yw!19sChIJmelWErHzaS4RpiuNUu7erDU?authuser=0&hl=en&rclk=1,EIGER Adventure Store Tebet Jakarta Selatan,sdgdfgd,Budi,085846874354,4881870,85,"Jl. Tebet Raya No.38B, RW.4",Jakarta Selatan,Pancoran,https://static-id.lamudi.com/static/media/bm9uZS9ub25l/2x2x5x880x450/7d0251f45a38d9.webp,toko_kopi
320,https://www.google.com/maps/place/Bloop/data=!4m7!3m6!1s0x2e69f39ac99e82af:0xf21274c1d5ff4f31!8m2!3d-6.226578!4d106.8550417!16s%2Fg%2F1xgt_hlw!19sChIJr4KeyZrzaS4RMU__1cF0EvI?authuser=0&hl=en&rclk=1,Bloop,bsbsbsbs,Alex,08521645264,7704720,141,"Jalan Tebet Utara Dalam No.22 RT.10, RT.1/RW.1",Jakarta Selatan,Pancoran,https://apollo-singapore.akamaized.net/v1/files/vxk9aez6o4vy1-ID/image;s=780x0;q=89,usaha_baju
321,https://www.google.com/maps/place/Tendencies+Store/data=!4m7!3m6!1s0x2e69fa9f29a07977:0xd179269c41b7498f!8m2!3d-6.2724583!4d106.7546351!16s%2Fg%2F1td5cjrz!19sChIJd3mgKZ_6aS4Rj0m3QZwmedE?authuser=0&hl=en&rclk=1,Tendencies Store,dasdasda,Alex,08521645264,926123,194,"Jl. Bintaro Utama 1 Blok F 2 No.3, RT.16/RW.8, Bintaro, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, RT.16/RW.8",Jakarta Selatan,Tebet,https://apollo-singapore.akamaized.net/v1/files/heuyp9pgglkh-ID/image;s=780x0;q=89,usaha_baju
322,https://www.google.com/maps/place/CROOZ+Shophouse/data=!4m7!3m6!1s0x2e69f3cbc44d08df:0xbb54ab772f8c23b8!8m2!3d-6.2535719!4d106.8374678!16s%2Fg%2F1vzsj8nk!19sChIJ3whNxMvzaS4RuCOML3erVLs?authuser=0&hl=en&rclk=1,CROOZ Shophouse,sdgdfgd,Doni,08136458745,8414600,84,"Jl. Duren Tiga Raya No.37, RT.5/RW.6",Jakarta Selatan,Tebet,https://apollo-singapore.akamaized.net/v1/files/0919qtw6ecm31-ID/image;s=780x0;q=89,toko_kopi
323,https://www.google.com/maps/place/Alaskaki_id+Concept+Store/data=!4m7!3m6!1s0x2e69f0c116e9e9f7:0xf8454d5ba315e25!8m2!3d-6.2367629!4d106.7510655!16s%2Fg%2F11csb39fkm!19sChIJ9-npFsHwaS4RJV4xutVUhA8?authuser=0&hl=en&rclk=1,Alaskaki_id Concept Store,geregdf,Charles,08136458745,9716903,167,"Jl. Ciledug Raya No.12C, RT.13/RW.2",Jakarta Selatan,Tebet,https://apollo-singapore.akamaized.net/v1/files/3w5mhoydo0862-ID/image;s=780x0;q=89,toko_kopi
324,https://www.google.com/maps/place/Dreambirds+Artwear/data=!4m7!3m6!1s0x2e69f180f9caa631:0xa69fb6931bc424d1!8m2!3d-6.2612515!4d106.8154692!16s%2Fg%2F1pzxpt9fg!19sChIJMabK-YDxaS4R0STEG5O2n6Y?authuser=0&hl=en&rclk=1,Dreambirds Artwear,dasdasda,Charles,081245658742,2206789,59,"Komp. Kodam Jaya, Jl. Mangga IV No.1, RT.5/RW.2",Jakarta Selatan,Tebet,https://picture.rumah123.com/r123-images/720x420-crop/customer/1712616/2022-12-21-13-00-21-82363c82-c9ea-4b86-8aef-2abc4dcf6674.jpg,usaha_baju
